Causas (lista perinatal reducida);Sexo;Nacional;Comunidades y Ciudades Autónomas;Total
33-38 Trastornos hemorrágicos y hematológicos del feto y del recién nacido;Ambos sexos;Total;Asturias, Principado de;2
33-38 Trastornos hemorrágicos y hematológicos del feto y del recién nacido;Ambos sexos;Total;Balears, Illes;1
33-38 Trastornos hemorrágicos y hematológicos del feto y del recién nacido;Ambos sexos;Total;Canarias;2
33-38 Trastornos hemorrágicos y hematológicos del feto y del recién nacido;Ambos sexos;Total;Cantabria;2
33-38 Trastornos hemorrágicos y hematológicos del feto y del recién nacido;Ambos sexos;Total;Castilla y León;4
33-38 Trastornos hemorrágicos y hematológicos del feto y del recién nacido;Ambos sexos;Total;Castilla-La Mancha;0
33-38 Trastornos hemorrágicos y hematológicos del feto y del recién nacido;Ambos sexos;Total;Catalu¤a;6
33-38 Trastornos hemorrágicos y hematológicos del feto y del recién nacido;Ambos sexos;Total;Comunitat Valenciana;4
33-38 Trastornos hemorrágicos y hematológicos del feto y del recién nacido;Ambos sexos;Total;Extremadura;1
33-38 Trastornos hemorrágicos y hematológicos del feto y del recién nacido;Ambos sexos;Total;Galicia;3
33-38 Trastornos hemorrágicos y hematológicos del feto y del recién nacido;Ambos sexos;Total;Madrid, Comunidad de;4
33-38 Trastornos hemorrágicos y hematológicos del feto y del recién nacido;Ambos sexos;Total;Murcia, Región de;2
33-38 Trastornos hemorrágicos y hematológicos del feto y del recién nacido;Ambos sexos;Total;Navarra, Comunidad Foral de;0
33-38 Trastornos hemorrágicos y hematológicos del feto y del recién nacido;Ambos sexos;Total;País Vasco;3
33-38 Trastornos hemorrágicos y hematológicos del feto y del recién nacido;Ambos sexos;Total;Rioja, La;0
33-38 Trastornos hemorrágicos y hematológicos del feto y del recién nacido;Ambos sexos;Total;Ceuta;0
33-38 Trastornos hemorrágicos y hematológicos del feto y del recién nacido;Ambos sexos;Total;Melilla;1
33-38 Trastornos hemorrágicos y hematológicos del feto y del recién nacido;Ambos sexos;Extranjero;;1
33-38 Trastornos hemorrágicos y hematológicos del feto y del recién nacido;Hombres;Total;;27
33-38 Trastornos hemorrágicos y hematológicos del feto y del recién nacido;Hombres;Total;Andalucía;7
33-38 Trastornos hemorrágicos y hematológicos del feto y del recién nacido;Hombres;Total;Aragón;1
33-38 Trastornos hemorrágicos y hematológicos del feto y del recién nacido;Hombres;Total;Asturias, Principado de;1
33-38 Trastornos hemorrágicos y hematológicos del feto y del recién nacido;Hombres;Total;Balears, Illes;0
33-38 Trastornos hemorrágicos y hematológicos del feto y del recién nacido;Hombres;Total;Canarias;0
33-38 Trastornos hemorrágicos y hematológicos del feto y del recién nacido;Hombres;Total;Cantabria;1
33-38 Trastornos hemorrágicos y hematológicos del feto y del recién nacido;Hombres;Total;Castilla y León;2
33-38 Trastornos hemorrágicos y hematológicos del feto y del recién nacido;Hombres;Total;Castilla-La Mancha;0
33-38 Trastornos hemorrágicos y hematológicos del feto y del recién nacido;Hombres;Total;Catalu¤a;5
33-38 Trastornos hemorrágicos y hematológicos del feto y del recién nacido;Hombres;Total;Comunitat Valenciana;3
33-38 Trastornos hemorrágicos y hematológicos del feto y del recién nacido;Hombres;Total;Extremadura;1
33-38 Trastornos hemorrágicos y hematológicos del feto y del recién nacido;Hombres;Total;Galicia;1
33-38 Trastornos hemorrágicos y hematológicos del feto y del recién nacido;Hombres;Total;Madrid, Comunidad de;3
33-38 Trastornos hemorrágicos y hematológicos del feto y del recién nacido;Hombres;Total;Murcia, Región de;0
33-38 Trastornos hemorrágicos y hematológicos del feto y del recién nacido;Hombres;Total;Navarra, Comunidad Foral de;0
33-38 Trastornos hemorrágicos y hematológicos del feto y del recién nacido;Hombres;Total;País Vasco;2
33-38 Trastornos hemorrágicos y hematológicos del feto y del recién nacido;Hombres;Total;Rioja, La;0
33-38 Trastornos hemorrágicos y hematológicos del feto y del recién nacido;Hombres;Total;Ceuta;0
33-38 Trastornos hemorrágicos y hematológicos del feto y del recién nacido;Hombres;Total;Melilla;0
33-38 Trastornos hemorrágicos y hematológicos del feto y del recién nacido;Hombres;Extranjero;;0
33-38 Trastornos hemorrágicos y hematológicos del feto y del recién nacido;Mujeres;Total;;23
33-38 Trastornos hemorrágicos y hematológicos del feto y del recién nacido;Mujeres;Total;Andalucía;6
33-38 Trastornos hemorrágicos y hematológicos del feto y del recién nacido;Mujeres;Total;Aragón;0
33-38 Trastornos hemorrágicos y hematológicos del feto y del recién nacido;Mujeres;Total;Asturias, Principado de;1
33-38 Trastornos hemorrágicos y hematológicos del feto y del recién nacido;Mujeres;Total;Balears, Illes;1
33-38 Trastornos hemorrágicos y hematológicos del feto y del recién nacido;Mujeres;Total;Canarias;2
33-38 Trastornos hemorrágicos y hematológicos del feto y del recién nacido;Mujeres;Total;Cantabria;1
33-38 Trastornos hemorrágicos y hematológicos del feto y del recién nacido;Mujeres;Total;Castilla y León;2
33-38 Trastornos hemorrágicos y hematológicos del feto y del recién nacido;Mujeres;Total;Castilla-La Mancha;0
33-38 Trastornos hemorrágicos y hematológicos del feto y del recién nacido;Mujeres;Total;Catalu¤a;1
33-38 Trastornos hemorrágicos y hematológicos del feto y del recién nacido;Mujeres;Total;Comunitat Valenciana;1
33-38 Trastornos hemorrágicos y hematológicos del feto y del recién nacido;Mujeres;Total;Extremadura;0
33-38 Trastornos hemorrágicos y hematológicos del feto y del recién nacido;Mujeres;Total;Galicia;2
33-38 Trastornos hemorrágicos y hematológicos del feto y del recién nacido;Mujeres;Total;Madrid, Comunidad de;1
33-38 Trastornos hemorrágicos y hematológicos del feto y del recién nacido;Mujeres;Total;Murcia, Región de;2
33-38 Trastornos hemorrágicos y hematológicos del feto y del recién nacido;Mujeres;Total;Navarra, Comunidad Foral de;0
33-38 Trastornos hemorrágicos y hematológicos del feto y del recién nacido;Mujeres;Total;País Vasco;1
33-38 Trastornos hemorrágicos y hematológicos del feto y del recién nacido;Mujeres;Total;Rioja, La;0
33-38 Trastornos hemorrágicos y hematológicos del feto y del recién nacido;Mujeres;Total;Ceuta;0
33-38 Trastornos hemorrágicos y hematológicos del feto y del recién nacido;Mujeres;Total;Melilla;1
33-38 Trastornos hemorrágicos y hematológicos del feto y del recién nacido;Mujeres;Extranjero;;1
39-42 Trastornos endocrinos y metabólicos transitorios específicos del feto y del recién nacido;Ambos sexos;Total;;0
39-42 Trastornos endocrinos y metabólicos transitorios específicos del feto y del recién nacido;Ambos sexos;Total;Andalucía;0
39-42 Trastornos endocrinos y metabólicos transitorios específicos del feto y del recién nacido;Ambos sexos;Total;Aragón;0
39-42 Trastornos endocrinos y metabólicos transitorios específicos del feto y del recién nacido;Ambos sexos;Total;Asturias, Principado de;0
39-42 Trastornos endocrinos y metabólicos transitorios específicos del feto y del recién nacido;Ambos sexos;Total;Balears, Illes;0
39-42 Trastornos endocrinos y metabólicos transitorios específicos del feto y del recién nacido;Ambos sexos;Total;Canarias;0
39-42 Trastornos endocrinos y metabólicos transitorios específicos del feto y del recién nacido;Ambos sexos;Total;Cantabria;0
39-42 Trastornos endocrinos y metabólicos transitorios específicos del feto y del recién nacido;Ambos sexos;Total;Castilla y León;0
39-42 Trastornos endocrinos y metabólicos transitorios específicos del feto y del recién nacido;Ambos sexos;Total;Castilla-La Mancha;0
39-42 Trastornos endocrinos y metabólicos transitorios específicos del feto y del recién nacido;Ambos sexos;Total;Catalu¤a;0
39-42 Trastornos endocrinos y metabólicos transitorios específicos del feto y del recién nacido;Ambos sexos;Total;Comunitat Valenciana;0
39-42 Trastornos endocrinos y metabólicos transitorios específicos del feto y del recién nacido;Ambos sexos;Total;Extremadura;0
39-42 Trastornos endocrinos y metabólicos transitorios específicos del feto y del recién nacido;Ambos sexos;Total;Galicia;0
39-42 Trastornos endocrinos y metabólicos transitorios específicos del feto y del recién nacido;Ambos sexos;Total;Madrid, Comunidad de;0
39-42 Trastornos endocrinos y metabólicos transitorios específicos del feto y del recién nacido;Ambos sexos;Total;Murcia, Región de;0
39-42 Trastornos endocrinos y metabólicos transitorios específicos del feto y del recién nacido;Ambos sexos;Total;Navarra, Comunidad Foral de;0
39-42 Trastornos endocrinos y metabólicos transitorios específicos del feto y del recién nacido;Ambos sexos;Total;País Vasco;0
39-42 Trastornos endocrinos y metabólicos transitorios específicos del feto y del recién nacido;Ambos sexos;Total;Rioja, La;0
39-42 Trastornos endocrinos y metabólicos transitorios específicos del feto y del recién nacido;Ambos sexos;Total;Ceuta;0
39-42 Trastornos endocrinos y metabólicos transitorios específicos del feto y del recién nacido;Ambos sexos;Total;Melilla;0
39-42 Trastornos endocrinos y metabólicos transitorios específicos del feto y del recién nacido;Ambos sexos;Extranjero;;0
39-42 Trastornos endocrinos y metabólicos transitorios específicos del feto y del recién nacido;Hombres;Total;;0
39-42 Trastornos endocrinos y metabólicos transitorios específicos del feto y del recién nacido;Hombres;Total;Andalucía;0
39-42 Trastornos endocrinos y metabólicos transitorios específicos del feto y del recién nacido;Hombres;Total;Aragón;0
39-42 Trastornos endocrinos y metabólicos transitorios específicos del feto y del recién nacido;Hombres;Total;Asturias, Principado de;0
39-42 Trastornos endocrinos y metabólicos transitorios específicos del feto y del recién nacido;Hombres;Total;Balears, Illes;0
39-42 Trastornos endocrinos y metabólicos transitorios específicos del feto y del recién nacido;Hombres;Total;Canarias;0
39-42 Trastornos endocrinos y metabólicos transitorios específicos del feto y del recién nacido;Hombres;Total;Cantabria;0
39-42 Trastornos endocrinos y metabólicos transitorios específicos del feto y del recién nacido;Hombres;Total;Castilla y León;0
39-42 Trastornos endocrinos y metabólicos transitorios específicos del feto y del recién nacido;Hombres;Total;Castilla-La Mancha;0
39-42 Trastornos endocrinos y metabólicos transitorios específicos del feto y del recién nacido;Hombres;Total;Catalu¤a;0
39-42 Trastornos endocrinos y metabólicos transitorios específicos del feto y del recién nacido;Hombres;Total;Comunitat Valenciana;0
39-42 Trastornos endocrinos y metabólicos transitorios específicos del feto y del recién nacido;Hombres;Total;Extremadura;0
39-42 Trastornos endocrinos y metabólicos transitorios específicos del feto y del recién nacido;Hombres;Total;Galicia;0
39-42 Trastornos endocrinos y metabólicos transitorios específicos del feto y del recién nacido;Hombres;Total;Madrid, Comunidad de;0
39-42 Trastornos endocrinos y metabólicos transitorios específicos del feto y del recién nacido;Hombres;Total;Murcia, Región de;0
39-42 Trastornos endocrinos y metabólicos transitorios específicos del feto y del recién nacido;Hombres;Total;Navarra, Comunidad Foral de;0
39-42 Trastornos endocrinos y metabólicos transitorios específicos del feto y del recién nacido;Hombres;Total;País Vasco;0
39-42 Trastornos endocrinos y metabólicos transitorios específicos del feto y del recién nacido;Hombres;Total;Rioja, La;0
39-42 Trastornos endocrinos y metabólicos transitorios específicos del feto y del recién nacido;Hombres;Total;Ceuta;0
39-42 Trastornos endocrinos y metabólicos transitorios específicos del feto y del recién nacido;Hombres;Total;Melilla;0
39-42 Trastornos endocrinos y metabólicos transitorios específicos del feto y del recién nacido;Hombres;Extranjero;;0
39-42 Trastornos endocrinos y metabólicos transitorios específicos del feto y del recién nacido;Mujeres;Total;;0
39-42 Trastornos endocrinos y metabólicos transitorios específicos del feto y del recién nacido;Mujeres;Total;Andalucía;0
39-42 Trastornos endocrinos y metabólicos transitorios específicos del feto y del recién nacido;Mujeres;Total;Aragón;0
39-42 Trastornos endocrinos y metabólicos transitorios específicos del feto y del recién nacido;Mujeres;Total;Asturias, Principado de;0
39-42 Trastornos endocrinos y metabólicos transitorios específicos del feto y del recién nacido;Mujeres;Total;Balears, Illes;0
39-42 Trastornos endocrinos y metabólicos transitorios específicos del feto y del recién nacido;Mujeres;Total;Canarias;0
39-42 Trastornos endocrinos y metabólicos transitorios específicos del feto y del recién nacido;Mujeres;Total;Cantabria;0
39-42 Trastornos endocrinos y metabólicos transitorios específicos del feto y del recién nacido;Mujeres;Total;Castilla y León;0
39-42 Trastornos endocrinos y metabólicos transitorios específicos del feto y del recién nacido;Mujeres;Total;Castilla-La Mancha;0
39-42 Trastornos endocrinos y metabólicos transitorios específicos del feto y del recién nacido;Mujeres;Total;Catalu¤a;0
39-42 Trastornos endocrinos y metabólicos transitorios específicos del feto y del recién nacido;Mujeres;Total;Comunitat Valenciana;0
39-42 Trastornos endocrinos y metabólicos transitorios específicos del feto y del recién nacido;Mujeres;Total;Extremadura;0
39-42 Trastornos endocrinos y metabólicos transitorios específicos del feto y del recién nacido;Mujeres;Total;Galicia;0
39-42 Trastornos endocrinos y metabólicos transitorios específicos del feto y del recién nacido;Mujeres;Total;Madrid, Comunidad de;0
39-42 Trastornos endocrinos y metabólicos transitorios específicos del feto y del recién nacido;Mujeres;Total;Murcia, Región de;0
39-42 Trastornos endocrinos y metabólicos transitorios específicos del feto y del recién nacido;Mujeres;Total;Navarra, Comunidad Foral de;0
39-42 Trastornos endocrinos y metabólicos transitorios específicos del feto y del recién nacido;Mujeres;Total;País Vasco;0
39-42 Trastornos endocrinos y metabólicos transitorios específicos del feto y del recién nacido;Mujeres;Total;Rioja, La;0
39-42 Trastornos endocrinos y metabólicos transitorios específicos del feto y del recién nacido;Mujeres;Total;Ceuta;0
39-42 Trastornos endocrinos y metabólicos transitorios específicos del feto y del recién nacido;Mujeres;Total;Melilla;0
39-42 Trastornos endocrinos y metabólicos transitorios específicos del feto y del recién nacido;Mujeres;Extranjero;;0
